smiles,title
C[C@]1(c2ccccc2)CN=C(N)C1,analog_1
CCN1C(=O)[C@@H](c2ccccc2)NC1=S,analog_2
OC[C@H]1CCCN1Cc1ccccc1,analog_3
NC(N)=NNC(=O)c1ccccc1,analog_4
Cc1onc(-c2ccccc2)c1S(C)(=O)=O,analog_5
CCC(O)(CNC(C)=O)Cc1ccccc1,analog_6
OC(Cc1ccccc1)CN1CCCCC1,analog_7
O=C(CCl)c1ccccc1,analog_8
NCCc1csc(-c2ccccc2)n1,analog_9
N#Cc1cccc(Oc2ccccc2)c1,analog_10
