title,pose,score,smiles,file
analog_2-2,0,-12.061,O=C(Nc1ccc([O-])c([N-]S(=O)(=O)c2ccccc2)c1)c1ccc(-c2ccccc2)cc1,analog_2-2-p0.sdf
