title,pose,score,smiles,file
analog_2-2,0,-10.314,O=C(Nc1ccc(Oc2ccccc2)c(NS(=O)(=O)c2ccc([N+](=O)[O-])cc2)c1)c1ccc(-c2ccccc2)cc1,analog_2-2-p0.sdf
