title,pose,score,smiles,file
ligand_1-4,0,-12.18,O=C(Nc1ccc(O)c(NS(=O)(=O)c2ccc(F)cc2)c1)c1ccc(-c2ccccc2)cc1,ligand_1-4-p0.sdf
